url,pr,tic,title,region,cats,description
http://www.tec-electro.ru/,1,600,"""Tec-electro"" - интернет-магазин",Россия,"Бизнес, Производство и поставки, Электроника и электротехника, Измерительные приборы","Продажа испытательного оборудования и измерительных приборов, производство электротехнических лабораторий. Прайс-лист. Каталог продукции. Условия оплаты и доставки."
http://www.dom.mts.ru/forum,-1,0,"Форум ассоциации ""Маат""",,"Учёба, Науки","Конференции: для обсуждения насущных вопросов по истории и культуре древнего Египта; для тем, связанных с работой Ассоциации по изучению древнего Египта."
http://mozgb.by/,4,0,"Мозырская городская больница","Гомельская область","Дом, Здоровье, Лечебные учреждения общего профиля","Структура больницы. Прейскурант платных медицинских услуг. Сведения о специалистах. Контакты."
http://www.rom.by/,4,650,"""Rom.by"" - ремонт компьютера",,"Hi-Tech, Компьютеры, Драйверы","Статьи и советы по ремонту материнских плат, HDD, блоков питания, видеокарт и др. ""железа"", моддингу. Коллекция утилит. Форум."
http://www.control-service.ru/,2,90,"""Контроль Сервис"" - бухгалтерская компания",Москва,"Бизнес, Финансы, Аудит, бухучет","Ведение бухгалтерского учета, составление и сдача отчетности, юридические консультации, регистрация фирм и пр. Цены. Контактная информация."
http://raduga.vitebsk.ws/,-1,0,"""Радуга"" - лакокрасочная продукция",Беларусь,"Бизнес, Строительство, Стройматериалы, Лаки и краски","Производство лаков и красок, грунтовок и шпатлевки для фасадов, кровли, интерьеров, мебели. Технические характеристики продукции. Цветовая палитра. Прайс-лист. Контакты."
http://abz.by/,3,90,"""Автобазар"" - объявления о продаже автомобилей",Беларусь,"Справки, Транспорт, Автобусы и спецтехника","База объявлений о покупке и продаже легковых автомобилей, микроавтобусов, грузовиков, мотоциклов или пр.транспортных средств. Продажа запчастей. Справочник автофирм."
http://xn--80ajoqlem.xn--p1ai/,3,30,"""Куосера.рф"" - магазин принтеров и МФУ",Россия,"Hi-Tech, Компьютеры, Принтеры","Продажа принтеров, многофункциональных, копировальных и широкоформатных устройств, картриджей, дополнительного оборудования марки Kyocera. Подбор по техническим параметрам. Условия оплаты и доставки."
http://forums.lrservice.ru/,0,30,"""LService"" - форум по неисправностям Land Rover",,"Авто, Техническое обслуживание","Обсуждение проблем эксплуатации и ремонта автомобилей Range Rover, Discovery, Freelander и Defender: обмен опытом, советы специалистов техцентра."
http://www.u-journal.com/,2,40,"""U-Journal"" - журнал Стокгольмской школы экономики",,"Бизнес, Универсальное","Материалы свежего номера издания о маркетинге, менеджменте, брендинге, управлении персоналом и проч. Архив выпусокв с 2003 года. Рекламные расценки."
http://www.expoperm.ru/,3,800,"""Пермская ярмарка"" - выставочный центр",Пермь,"Бизнес, Реклама","Выставки и ярмарки различного профиля. Инфраструктура. Календарь выставок. Схема проезда."
http://games.mail.ru/online/games/gonki,3,0,"""Гонки"" - симулятор",,"Развлечения, Игры, Игровая, Социальные игры, Мой Мир","Цель игры - прийти к финишу первым."
http://te-vidos.ru/,2,400,"""Техно-Эл"" - системы безопасности","Москва и область","Бизнес, Производство и поставки, Оборудование, Охранное оборудование","Установка и обслуживание систем видеонаблюдения и контроля доступа, охранно-пожарной сигнализации, домофонов, противокражных систем и др. Онлайн-заявка на расчёт стоимости работ."
http://www.ahatin.ru/,2,110,"""Клуб любителей африканской гигантской улитки""",,"Дом, Домашние животные, Прочее","Статьи, рекомендации по содержанию улиток, фотогалерея, пр. полезные материалы. Классификация. Ответы на вопросы. Форум."
http://www.resursupak.ru/,1,0,"""Ресурсупак"" - материалы для упаковки",Северо-Запад,"Бизнес, Производство и поставки, Оборудование, Упаковка и тара, Упаковочное оборудование","Иллюстрированный каталог продукции (полипропиленовые, полиэстеровые и стальные ленты, оборудование для упаковки лентой, складское оборудование и др.) с характеристиками. Контакты."
http://ntdtv.ru/,5,1300,"""NTD"" - независимый международный телеканал",Россия,"СМИ, Телевидение","Лента новостей о последних событиях в Китае и мире. Еженедельные обзоры мировых событий. Фото- и видеоматериалы. Аудио-подкасты."
http://uazpatriot.ru/,4,500,"""Клуб УАЗ Патриот""",Россия,"Авто, Автолюбители, Российские марки","Характеристики и варианты исполнения автомобилей УАЗ Патриот. Реквизиты клуба. Архив мероприятий. Устав. Документы, необходимые для вступления в клуб. Клубный форум. Бортовые журналы."
http://belextreme.by/,0,0,"""Belextreme.by"" - интернет-военторг",Беларусь,"Отдых, Туризм, Спортивный туризм, Туристическое снаряжение","Продажа маскировочной и спецодежды, палаток и тентов, рюкзаков, амуниции с военных складов, снаряжения для сплава. Фильтры подбора товаров. Условия доставки и оплаты. График работы магазина."
http://www.promt.ru/,6,1300,"""Промт"" - разработка технологий машинного перевода",Россия,"Бизнес, Деловые услуги, Переводы","Системы перевода для бизнеса и дома, словари и пр. Каталог. Прайс-лист. Возможность сделать заказ через интернет."
http://www.hpc.ru/soft/software.phtml?id=3922,0,0,"""iSiloX"" - конвертер",,"Hi-Tech, Программы, Прочее","Программа для конвертации текста в формат iSilo."
http://fotopozitiff.ru/,3,40,"""Фотопозитиff"" - клуб любителей фотографии",,"Культура, Фотография, Художественное фото","Фотографии пользователей. Правила клуба. Статьи о фотографии."
http://aquamaris.ru/,3,475,"""Аква Марис"" - о препарате",,"Дом, Здоровье, Лекарства и товары для здоровья","Общая информация о препарате. Технология получения, показания к применению."
http://www.galmash.com/,2,70,"""Галещина"" - машзавод",Украина,"Бизнес, Производство и поставки, Машиностроение, Сельскохозяйственное машиностроение","Производство почвообрабатывающей техники, кормосмесителей, опрыскивателей, разбрасывателей удобрений, др. Технические характеристики, показатели работы техники. Сравнение технологий обработки почв."
http://prezervativnaya.ru/,3,30,"""Презервативная"" - интернет-магазин",Россия,"Развлечения, Эротика, Эротика и секс","Продажа сувенирных, привычных презервативов, изделий для любопытных, смазок, эротического мыла и пр. Фотографии и цены. Условия курьерской и почтовой доставки. Адрес магазина."
http://www.flowers-saransk.info/,1,10,"""Flowers-saransk.info"" - интернет-магазин цветов",Саранск,"Дом, Все для праздника, Доставка цветов","Заказ и доставка цветов. Каталог букетов и композиций. Способы оплаты."
http://www.brigantinatks.ru/,2,10,"""Бригантина"" - территориальная клубная система",Москва,"Культура, Прочее","Информация о творческих коллективах и клубах для детей и взрослых. Проекты. Контакты."
http://ventehnika.ru/,1,20,"""ВенТехника"" - вентиляционное оборудование",Урал,"Дом, Покупки, Кондиционеры и обогреватели","Продажа, монтаж, ремонт и обслуживание кондиционеров, промышленных вентиляторов, диффузоров, автоматики, гибких воздуховодов. Прайс-лист. Онлайн-заказ."
http://www.samasobe.ru/,1,50,"""Сама соберу"" - интернет-магазин для рукоделия",Россия,"Отдых, Хобби, Рукоделие","Продажа самоцветов, фурнитуры для бижутерии, аксессуаров для создания украшений своими руками. Информация о работе магазина, условиях доставки."
http://b-sellers.ru/,2,80,"""4 you"" - модная мужская одежда из Дании",Москва,"Дом, Покупки, Одежда, обувь, аксессуары, Одежда","О компании. Фотографии свежих коллекций. Адреса магазинов."
http://www.npf-strategy.ru/,2,170,"""Стратегия"" - негосударственный пенсионный фонд",Россия,"Бизнес, Финансы, Пенсионные фонды","Услуги фонда. Социальные программы. Документы и нормативные акты. Контактная информация. +7 (342) 244-55-45"
http://truba-plastik.ru/,0,110,"""ЦентрСпецСнаб"" - пластиковые трубы",Россия,"Бизнес, Строительство, Инженерные системы, Водоснабжение и канализация","Производство и поставка труб различного назначения из полиэтилена низкого давления и ПВХ; сварка полиэтиленовых труб. Цены."
http://www.csbi.ru/,3,250,"""CSBI"" - компьютерные системы для бизнеса",Россия,"Бизнес, Финансы, Банки, Автоматизация банков","Внедрение, обучение и сопровождение решений для автоматизации бизнес-процессов банков и систем электронного документооборота. Разработка ПО на заказ. Информация о фирме и продуктах."
http://iz-dom.ru/,3,70,"""Компаньон"" - издательство",Ростов-на-Дону,"СМИ, Периодика, Издательские дома","Издание глянцевых журналов различной тематики: ""Реальный бизнес"", ""Счастливая"" и др. Архив номеров журналов (2004г.). Общие сведения об издательстве. Расценки на рекламу."
http://www.bokatoys.ru/,1,30,"""Бока"" - фабрика мягких игрушек",Самара,"Бизнес, Производство и поставки, Предметы потребления, Швейная промышленность, Спецодежда и униформа","Оптовая продажа мягких игрушек, школьной формы, карнавальных костюмов для детей и взрослых. Иллюстрированный каталог, цены."
http://lawfirm.ru/forum,4,100,"""Lawfirm.ru"" - юридическая конференция",Россия,"Бизнес, Деловые услуги, Юридические услуги",
http://www.sv-nn.ru/,4,400,"""Свадебный Нижний"" - свадьба в Нижнем Новгороде","Нижний Новгород","Дом, Семья, Свадьба","Каталог свадебных услуг: ведущих, фотографов, видеооператоров, свадебных салонов и проч. Отзывы. Форум."
http://www.rodon.org/,4,600,"""Родон"" - портал Фонда им. Даниила Андреева",Россия,"Общество, Религия, Прочее","Биография и творчество религиозного философа и писателя. Исследовательские и популярные работы, выполненные в рамках концепции Д.Л. Андреева. Ленты новостей политики, религии, общества и др."
http://mjulia.org.ua/,2,110,"""Mjulia.org.ua"" - IT-новости для девушек",,"Hi-Tech, Универсальное","Обзоры интересных и необычных устройств и техники."
https://www.ingosinvest.ru/,3,325,"""Ингосстрах-Инвестиции"" - управляющая компания",Москва,"Бизнес, Финансы, Брокеры и управление активами","Доверительное управление имуществом паевых инвестиционных фондов. Информация о том, что такое паевой инвестиционный фонд. Контакты."
http://www.redaleti-studio.ru/,2,110,"""Red Aleti"" - установочный центр",Россия,"Авто, Запчасти, аксессуары, Охранные системы","Продажа и установка противоугонных систем, видео- и аудиосистем и др. оборудования; тюнинг, тонировка стекол, аэрография. Прайс-лист, купоны на скидку. Контакты."
http://fotokartka.com/,1,30,"""Фотокартка"" - фотостудия",Львов,"Культура, Фотография, Фотостудии и агентства","Свадебные фото, портретная съемка, детские фотосессии и др. Примеры работ. Стоимость услуг. Контактная информация."
http://iTrex.ru/,4,650,"""iTrex"" - бюро переводов",Москва,"Бизнес, Деловые услуги, Переводы","Письменные и устные переводы с европейских и восточных языков; локализация сайтов, компьютерных программ; апостиль; нотариальное заверение, пр. Расценки. Онлайн-заявка. Типовой договор. +7 (495) 739-56-96"
http://forum.3dnews.ru/,5,400,"""Форум 3dnews"" - разговоры о компьютерах",,"Hi-Tech, Универсальное",
http://www.pbc.nnov.ru/,0,20,"""Кадровый бизнес-центр"" - рекрутинг и консалтинг","Нижний Новгород","Бизнес, Деловые услуги, Менеджмент и консалтинг, Управление персоналом","Подбор и оценка персонала, кадровый консалтинг, корпоративные тренинги. Схема работы, гарантии, стоимость услуг. Информация для соискателей. Вакансии. Тематические статьи. Контакты."
http://www.paybox.ru/,0,0,"""PayBox"" - платежная система",Россия,"Бизнес, Финансы, Платежные системы","Организация приема платежей на сайтах. Тарифы, онлайн-регистрация, калькулятор обмена электронных валют, ответы на вопросы."
http://www.sant.by/,3,10,"""Гидротехмонтаж""-системы отопления и сантехсистемы","Минская область","Бизнес, Строительство, Инженерные системы, Насосы","Продажа отопительного оборудования (котлы, горелки, водонагреватели, насосы, пр.). Монтаж систем отопления, водоснабжения. канализации."
http://www.a-t-k.ru/,1,50,"""Автотехконтракт"" - запчасти к автомобилям ЗИЛ",Москва,"Бизнес, Производство и поставки, Машиностроение, Автозаводы, Запчасти и агрегаты","Информация об услугах: оптовые поставки автозапчастей к большегрузной технике (ЗИЛ, КАМАЗ, МАЗ) и автобусам. Прайс-лист на продукцию. Контактная информация."
http://unitreid.ru/,3,10,"""ЮниТрейд"" - подъемно-транспортное оборудование","Свердловская область","Бизнес, Производство и поставки, Оборудование, Складское оборудование","Поставки, ремонт и сервисное обслуживание тельферов, талей, кранов-балок, запасных частей производства Болгарии и России. Технические характеристики продукции."
http://kvem.ru/,2,40,"""КВЭМ"" - технический центр",Москва,"Авто, Техническое обслуживание, Автомобили ВАЗ","Ремонт и техническое обслуживание автомобилей SAAB, Audi, Opel, Volkswagen, ВАЗ. Описание услуг, цены. Онлайн заявка."
http://evrosalon.ru/,1,100,"""Evrosalon.ru"" - салон красоты",Москва,"Дом, Мода и красота, Салоны красоты","Обзор услуг по наращиванию волос и ногтей, созданию афропричесок (технологии, цены). Виды косичек (африканские, гофре и пр.). Фотографии."
http://www.skyfor.com/,0,20,"""Скайфор"" - транспортно-экспедиторская фирма",Москва,"Бизнес, Деловые услуги, Таможенные услуги","Информация об оказываемых услугах: доставка разнообразных внешнеэкономических грузов, таможенная очистка, подготовка транспортной документации."
http://brusnichka19.ru/,1,20,"Детский сад № 19 ""Брусничка""",Мурманск,"Дом, Семья, Родителям, Раннее развитие","Список программ воспитания и обучения, платных кружков и секций. Сведения о педагогах, условиях поступления, достижениях воспитанников. Гостевая книга."
http://sportcom.ru/,3,1200,"""Спортком"" - информационное агентство",Россия,"Спорт, Спортивная пресса","Новости различных видов спорта. Онлайн-трансляции. Результаты соревнований. Данные о спортивных организациях и мероприятиях в России и за рубежом: комитеты, школы, клубы, фестивали и проч. +7 (495) 987-40-82"
http://graphic.org.ru/,4,300,"""График"" - об искусстве графики",,"Культура, Изобразительные искусства, Графика и гравюра","История искусства графики, уроки рисунка, работы современных художников. Форум."
http://games.tochka.net/online/logic-336,-1,0,"""Перемещение 4"" - логическая игра",,"Развлечения, Игры, Игровая, Флеш-игры, Игры для мальчиков","Разве потолок это не пол? А пол не потолок? И что с этим делать в игре? Найди ответы на эти и другие вопросы в этой увлекательной головоломке! Управление: Клавиатура."
http://pathology.narod.ru/,0,50,"""Патологическая анатомия"" - статьи",,"Учёба, Учебные материалы","Статьи по патологической анатомии, биографии известных патологоанатомов."
http://www.sker.ru/,1,200,"""Севкавэлектроремонт"" - электроремонтные работы",Россия,"Бизнес, Производство и поставки, Электроника и электротехника, Электротехника, Трансформаторы","Диагностика и ремонт генераторов, трансформаторов, электродвигателей и роторов; изготовление балансировочных станков, комплектов обмотки, электроремонтного оборудования. Контактная информация."
http://daihatsu-ua.com/,2,0,"""Риал-авто"" - продажа автомобилей Daihatsu",Симферополь,"Авто, Продажа автомобилей, Японские авто","Модельный ряд автомобилей. Описание и технические характеристики. Цены. Возможность покупки в кредит. Контакты."
http://www.mystudy.ru/,3,475,"""MyStudy.ru"" - грамматика английского языка",,"Учёба, Курсы","Онлайн-справочник по грамматике английского языка."
http://www.aptech.ru/,3,190,"""A.P.technology"" - системы ""умный дом""",Россия,"Дом, Покупки, Аудио-, видео- и фототехника, Hi-Fi, High End, домашний кинотеатр","Проектирование и обслуживание систем умного дома: дистанционного контроля и управления освещением, домашних кинотеатров, акустических систем, усилителей и проч. Контакты."
http://vk.com/app3602387,1,0,"""Модные слотсы"" - азартная игра",,"Развлечения, Игры, Игровая, Социальные игры, ВКонтакте, Настольные","Модные слотсы - лучший способ расслабиться и хорошо провести время. Коллекция азартных игр."
http://www.htls.ru/,1,90,"""Htls.ru"" - продукция корпорации Тяньши",,"Дом, Здоровье, Народная и нетрадиционная медицина","Описание оздоровительных биопрепаратов, косметики. Ответы на вопросы. Условия сотрудничества с корпорацией."
http://muzshok.by/,1,20,"""МузШок"" - музыкальная школа-студия",Беларусь,"Культура, Музыка, Прочее","Уроки вокала, обучение игре на гитаре, фортепиано, барабанах. Цены. Онлайн-анкета для клиентов. Конкурс видеороликов учащихся. Фотогалереи."
http://www.luisiana.ru/,1,30,"""Луизиана"" - ресторан",Москва,"Отдых, Где развлечься, Рестораны и бары","Меню техасско-мексиканской и др. кухни: салаты, бургеры, закуски, стейки и т.д.; винная карта. Цены. Фото интерьера. Спецпредложения и новости заведения. Бронь столика. Адрес ресторана."
http://biospace.nw.ru/biosemiotika,3,50,"""Biosemiotica slavica"" - о биосемиотике",,"Учёба, Учебные материалы","Определение и история науки, собрание тематических ссылок, глоссарий. История и концепции петербургского ""Семинара по биогерменевтике""."
http://z-z-z-z.ru/,1,80,"""Z-z-z-z.ru"" - интернет-магазин постельного белья",Россия,"Дом, Покупки, Мебель и интерьер, Ковры, текстиль","Подбор постельного белья и одеял по цвету, материалу, размеру и производителю. Информация о скидках и акциях."
http://simat.com.ua/,1,10,"""Simat"" - продажа электротехнического оборудования",Украина,"Бизнес, Производство и поставки, Электроника и электротехника, АСУ ТП,  промэлектроника","Подбор и установка инсталляционной техники, промышленных систем автоматизации, кабельной продукции и т.д. Фотокаталог оборудования. Список брендов поставляемой продукции. Форма онлайн-заказа."
http://expert-korovin.ru/,1,30,"""Экспертное бюро Дмитрия Коровина""",Москва,"Бизнес, Деловые услуги, Менеджмент и консалтинг","Судебная, финансово-кредитная и пр. виды экспертизы, внесудебные исследования, рецензирование заключений, детективные услуги и пр. Порядок работы. Правовой регламент. Контакты."
http://megazem.ru/,3,750,"""МегаЗем"" - земельные участки без подряда","Москва и область","Бизнес, Недвижимость, Загородная недвижимость","Продажа дачных земельных участков по Минскому, Можайскому, Новорижскому, Киевскому и Новорязанскому шоссе. Поиск и подбор участка. Онлайн-заявка на просмотр. +7 (495) 626-22-22"
http://www.progress-stanko.ru/,1,20,"""Радио-сервис"" - поставки электронных компонентов",Ижевск,"Бизнес, Производство и поставки, Электроника и электротехника, Электронные компоненты","О компании и услугах: поставки радиоэлектронных компонентов, разработка и производство электронных устройств. Каталог компонентов: микросхемы, диоды, транзисторы, измерительные приборы и т.д."
http://www.kiff.kiev.ua/,4,160,"""KIFF"" - киевский международный мебельный форум",,"Дом, Покупки, Мебель и интерьер","Описание проектов и программа мероприятий форума. Онлайн-запрос на участие в выставке. Прайс-лист на услуги и оборудование. Положение о конкурсе и интерьерной премии Interium. Фотогалерея."
http://restaurant-gavan.ru/,1,50,"""Гавань в Хамовниках"" - пивной ресторан",Москва,"Отдых, Где развлечься, Рестораны и бары","Меню и карта вин, цены. Банкетное меню, бизнес-ланч. Заказ столика онлайн. Фотографии зала. Схема проезда."
http://www.zato.ru/,2,190,"""Радиотелефонная компания г. Заречный""",Пенза,"Hi-Tech, Интернет, Доступ в интернет","Междугородная и международная телефонная связь по телефонным картам, доступ к сети интернет. Тарифы. Адреса пунктов распространения сервисных карт."
http://sla.kiev.ua/,2,90,"""Сверхлегкая авиация Украины"" - авиационный портал",Украина,"Спорт, Экстремальный спорт","Каталоги и сводные таблицы характеристик легких самолетов, мотодельтапланов и пр. Авиановости. Итоги соревнований. Авиасалоны и выставки. Доска объявлений. Форум. Фотографии."
http://www.bga.by/,4,120,"""Белорусская ассоциация гимнастики""",Беларусь,"Спорт, Летние виды спорта, Гимнастика","Структура ассоциации. Материалы по художественной и спортивной гимнастике, прыжкам на батуте, аэробике и акробатике. Статьи, фотографии. Контакты."
http://pppp.by/,0,20,"""Прауны пераклад"" - бюро переводов",Минск,"Бизнес, Деловые услуги, Переводы","Устные и письменные переводы юридической тематики; проведение языковых курсов; организация коммуникации в бизнесе; консультации в сфере белорусской культуры и т.д. Стоимость услуг. Контакты."
http://www.ricaud.com/ru,3,100,"""Dr. Pierre Ricaud"" - интернет-магазин косметики",Россия,"Дом, Мода и красота, Косметика","Продажа антивозрастной косметики французской марки-эксперта Dr. Pierre Ricaud: средств для ухода за лицом и телом, макияжа, парфюмерии. Сведения о марке. Условия продажи."
http://www.forum.chekhov-town.ru/,0,0,"""Чеховский городской форум""",Чехов,"Развлечения, Универсальное",
http://www.rus.hcdom.ru/,3,220,"""XЦ"" - сеть магазинов молодежной моды",Москва,"Дом, Покупки, Одежда, обувь, аксессуары","Продажа молодежной одежды европейских марок. Адреса магазинов, схема проезда."
http://www.kogtedralka.ru/,3,275,"""Когтедралка домашняя"" - когтеточка для кошек",Россия,"Дом, Домашние животные, Кошки","Производство и продажа картонных когтеточек-лежанок для кошек марки ""Когтедралка домашняя"". Размеры и вес модели. Инструкция по использованию. Онлайн-заказ. +7 (985) 924-84-42"
http://cultinfo.ru/education/000001,2,0,"""Детская художественная школа №1""","Вологодская область","Учёба, Среднее образование, Внешкольная работа","Перечень изучаемых предметов. Список преподавателей."
http://frunze.org.ua/,2,10,"""Учебно-опытный племенной птицеводческий завод""",Крым,"Бизнес, Производство и поставки, Агропром, Сельское хозяйство","Племенное птицеводство, животноводство и растениеводство. Характеристики пород, схемы вакцинации, показатели продуктивности. Предложения по продажам и закупкам. Контакты."
https://itunes.apple.com/ru/app/id346959677?mt=8,-1,0,"""Михаил Булгаков. Мастер и Маргарита"" - книга",,"Культура, Литература, Русская проза",
http://www.tvsee.ru/,1,80,"""Телепремьера"" - оборудование для телевидения","Москва и область","СМИ, Телевидение, Прочее","Продажа антенн спутникового и эфирного телевидения, ресиверов, CAM модулей и др.; монтаж и обслуживание оборудования. Интернет-магазин. Прайс-лист на услуги. Фотографии работ."
http://www.znaikak.ru/,4,700,"""Знай как"" - страница советов по разным темам",,"Дом, Универсальное","Энциклопедия советов в рубриках ""как сделать"" и ""как выбрать"": покупки, домашние дела, путешествия и пр."
http://www.etikon.com.ua/,1,0,"""Этикон"" - котельное оборудование",Украина,"Бизнес, Строительство, Инженерные системы, Коммунальное теплоснабжение","Продажа твердотопливных котлов, горелок, бытовых котлов-плит центрального отопления и т.д. Цены. Возможность онлайн-заказа оборудования. Технические характеристики котлов. Контакты."
http://artil.com.ua/,0,0,"""Артиль"" - салон мебели",Украина,"Дом, Покупки, Мебель и интерьер, Компьютерная мебель","Продажа диванов, спален, кухонь, шкафов-купе, компьютерных столов и др. Иллюстрированный каталог. Цены. Условия доставки. Контакты."
http://rustrakehner.ru/,-1,220,"""Русские тракены"" - сайт о породе лошадей",,"Спорт, Летние виды спорта","История породы ""тракенен"". Условия разведения. Каталоги жеребцов. Сведения об участии лошадей в соревнованиях. Объявления заводчиков. Фотогалерея. (на англ. яз.)"
http://maribelle.ru/,1,130,"""Maribelle"" - мини-отель",,"Отдых, Туризм, Гостиницы","Описание номеров с фотографиями. Бронирование онлайн. Адрес, схема проезда."
http://www.sendflowers.ru/,5,1700,"""AMF - международная сеть доставки цветов""",Европа,"Дом, Все для праздника","Доставка букетов и композиций цветов в 195 стран мира, по городам России и по Москве (заказ онлайн). Имеется полноцветный каталог букетов. О цветах и букетах."
http://www.vipvertu.ru/,3,250,"""Vipvertu.ru"" - б.у. телефоны Vertu",Москва,"Hi-Tech, Мобильная связь, Сотовые телефоны","Покупка, продажа и ремонт телефонов Vertu. Каталог моделей с описаниями. Условия покупки, прайс-лист."
http://www.allmaps.ru/,3,130,"""Allmaps.Ru"" - издание настенных карт и атласов",Россия,"Справки, Карты","Каталог настенных офисных карт регионов России, Европы, мира; атласы Москвы и Санкт-Петербурга. Информация о наборах данных ГИС, цена, адреса точек продаж. Контакты."
http://www.xcom-dom.ru/,2,400,"""Xcom-Dom"" - интернет-магазин электроники для дома",Россия,"Дом, Покупки, Бытовая техника","Продажа аудио- и видеотехники, оборудования для спутникового телевидения, кабелей, бытовой техники и др. Правила работы, условия доставки и гарантии."
http://millennium.dp.ua/,1,50,"""Millennium"" - производство шоколада и конфет",Украина,"Бизнес, Производство и поставки, Агропром, Хлебобулочные, кондитерские изделия","История фабрики. Каталог продукции (черный, молочный, пористый и пр. шоколад). Список торговых марок. Новости и акции фабрики. Контакты."
http://www.cayservice.ru/,2,30,"""CayService"" - технический сервис Porsche Cayenne",Москва,"Авто, Техническое обслуживание, Тюнинг","Техническое обслуживание и ремонт автомобиля, тюнинг, установка сигнализации и техники. Цены. Форма записи на ремонт. Техническая документация. Форум. Контакты."
http://www.calc.ru/,0,325,"""Калькулятор Все во Все""",,"Учёба, Учебные материалы","Калькулятор перевода любых физических величин в другие системы измерений."
http://www.shina.ru/,2,275,"""Шина.RU"" - шины и диски",Россия,"Авто, Запчасти, аксессуары","Сеть шинных центров. Продажа и сезонное хранение шин и дисков; шиномонтаж. Продажа в кредит, доставка колёс по России. Каталог товаров, цены. Информация о распродажах. Адреса магазинов."
http://freegames.myplaycity.ru/slender,-1,0,"""Слендер Темный Лес"" - мистический квест",,"Развлечения, Игры, Игровая, Мини-игры, Поиск предметов","В игре тебе предстоит прогуляться по мрачному темному лесу, где пропадают люди, а заодно - встретиться с загадочным Слендером. При каждом запуске игры лес генерируется случайным образом и всегда выглядит по-новому. Впервые в играх подобного типа ты сможешь найти оружие и использовать его против своих кошмаров.  "
http://www.lucky.net/,4,350,"""Lucky Net"" - киевский интернет-провайдер",Киев,"Hi-Tech, Интернет, Хостинги, Регистрация доменов, Доступ в интернет","Описание услуг по подключению к интернет по коммутируемой линии, выделенной линии, спутниковому каналу связи; хостингу веб-страниц, регистрации доменов. Тарифы. +380 (44) 205-44-55"
http://www.linecom.ru/,-1,10,"""ЛайнКом"" - поставки аппаратуры телефонной связи","Новосибирская область","Бизнес, Все для офиса, Оргтехника, Мини АТС, телефоны, факсы","Поставки офисных мини-АТС, цифровых телефонных станций, кроссового оборудования, систем громкой связи, телефонных аппаратов и др. Каталог оборудования. Прайс-листы."
http://dodo.net.ua/,3,50,"""Добрый доктор"" - аптечная сеть",Киев,"Дом, Здоровье, Лекарства и товары для здоровья","Продажа лекарств, средств личной гигиены, витаминов, медицинских товаров и т.д. Цены. Описания свойств витаминов и лечебной косметики. Фотогалерея мероприятий сети. Контакты."
http://Optom-Brend.ru/,1,30,"""Beauty склад"" - продажа одежды оптом",Россия,"Бизнес, Производство и поставки, Предметы потребления, Швейная промышленность","Продажа мелким и крупным оптом одежды Т.М. Твое, Camelot, Pelican, InCity, Bestia и др. марок. Прайс-листы. Условия работы."
