url,pr,tic,title,region,description
http://bridgeoflove.com.ua,2,0,"Bridge of Love - украинское брачное агентство",Киев,"Помощь женщинам Украины в создании прочной и счастливой семьи с иностранными мужчинами. Регистрация женских анкет, услуги для мужчин. Поиск пары по базе. Новости и контактная информация."
http://www.poluostrov.kamchatka.ru,5,0,"Полуостров Камчатка",Петропавловск-Камчатский,"Все об объединении Камчатской области и Корякского автономного округа: новости и комментарии, мнения и слухи."
http://www.sumotors.ru,2,150,"Сумоторс - автомобильная компания",Екатеринбург,"Продажа японских аукционных легковых автомобилей с правым и левым рулем."
http://www.oceanarium.su/,3,0,"Oceanarium.su - об океанариумах",Санкт-Петербург,"Информация об океанариумах, аквариумных галереях и дельфинариумах."
http://www.photo-market.ru,2,10,"Photo-Market.Ru – фотобанк",Москва,"Галерея фотографий и изображений: обои, заставки для рабочего стола, скринсейверы. Фотографии девушек, женщин, знаменитостей, детей, животных, предметов, текстур."
http://spravki.net/go/phones/Murmansk/,2,250,"Справки.net - Адреса и телефоны г.Мурманск",Москва,"Адресные и телефонные справочники г.Мурманск. Каталог. Удобная поисковая система."
http://targetshopping.narod.ru,-1,0,"TargetShop - русскоязычная версия",Москва,"Описание, регистрация на русском языке в системе TargetShop."
http://yacht-news.ru,0,0,"Яхтинг и парусный спорт",Керчь,"Блог статей о яхтах, яхтенном спорте, выставках. Анонсы регат и т.д."
http://mpk-reshenie.karelia.ru,2,10,"МПК-Решение - консалтинговые услуги",Петрозаводск,"Бизнес-планирование, маркетинговые исследования, полное бухгалтерское сопровождение, регистрация фирм и индивидуальных предпринимателей, консультации по экономическим вопросам."
http://www.ifx.ru/,0,1200,"Финансово-экономическое издание группы Интерфакс",Москва,"Основные события в экономике и финансах в России и в мире. Индексы, котировки, анкеты компаний: вся информация обновляется в режиме реального времени. Политика и происшествия, значимые события России и мира, удивительные факты и истории, а также новости культуры и искусства."
http://kartinki.netslova.ru,4,80,"Картинки в паутинке - литературный журнал для самых маленьких",Санкт-Петербург,"Сетевой журнал для малышей и их мам.  Детские стихи и рассказы, песенки и считалки, объединенные не по принципу коммерческого интереса, а по их искренности и настроению."
http://grafiko.spb.ru,0,0,"Графико, ООО",Санкт-Петербург,"Полиграфическое оборудование, печатные машины (новые и б/у)."
http://www.travel-s-child.ru,2,250,"Путешествие с ребенком - туристическое агентство",Москва,"Детский туризм, семейный отдых. Отдых с детьми в Турции, Болгарии, Тунисе, Греции."
http://fregat.nm.ru/,0,0,"Фрегат - поставка автоматических ворот","Набережные Челны","Гаражные и промышленные ворота, рольставни, откатные консольные ворота, раздвижные решетки, шлагбаумы."
http://www.vl-titov.narod.ru,-1,0,"Титов Владимир - журналист",Москва,"Статьи в газетах ""Лимонка"", ""Завтра"" и ""Дуэль"". Художественная проза и стихи, научные публикации и избранные фотографии."
http://gpz15.narod.ru/,3,0,"Импакт - продажа подшипников, РТИ","Волгоградская обл.","Прайс-лист продукции. Поставка под заказ любых подшипников. Справочники по подшипникам, заводы-производители подшипников."
http://www.marimbaplus.ru/,4,150,"Маримба плюс - музыкальная группа",Москва,"Биографии участников. Музыка в формате mp3. Статьи и интервью. Афиша выступлений. Фотографии."
http://www.hungary.ru/,6,130,"Венгрия - путеводитель",Москва,"Фотографии. Сведения о географии, истории, культуре, достопримечательностях. Информация для туристов. Описание туров, видов отдыха. Туристические новости."
http://www.chat.ru/~proekt_c/,2,5800,Цивилизация,Москва,"Общественный проект. Работа на благо планеты и людей, как представителей ее разумной цивилизации."
http://www.centrpatriot.ru,2,20,"Центр содействия военно-спортивным патриотическим молодежным объединениям",Москва,"Проведение и организация военно-спортивных патриотических мероприятий, пропаганда здорового образа жизни, физического и духовного развития личности юных граждан России."
http://www.chat.ru/~ballball,-1,5800,"Интер Милан",Москва,"Новости, результаты, фотографии, голы, обзоры, состав."
http://www.develop-kinder.com/,4,150,"Сократ - детские развивающие игры, конкурсы",Реховот,"Конкурсы для школьников и дошкольников в виде онлайн игры с подсчетом очков и рейтинга. Конкурсы разбиты по классам. Задания содержат развивающие мышление логические задачи занимательной математики."
http://magik-studio.narod.ru/,-1,0,"Три ключа к тайнам жизненных процессов",,"Философские и прикладные эзотерические разработки Игоря Исаева, посвященные путям ускорения эволюции цивилизации и возможностям освоения личностью сверхчеловеческих качеств."
http://www.pinadva.com/,0,0,"Украинский форум",Москва,"Обсуждение новостей, городских тем, политики, литературы и др."
http://watercolor.narod.ru,2,0,"Бородулин Степан - художник",Москва,"Живопись, графика, фотографии с видами Южного Берега Крыма. Уроки акварели. Биография автора. Заметки об искусстве."
http://itconf.ru,1,0,"Новости информационных технологий",Москва,"Освещение новостей ИТ в России и мире. Периодическая публикация статей новостного плана в рубриках: безопасность, интернет, ИТ и общество, связь и др."
http://www.marketolog.ru,5,300,"Маркетолог online",Москва,"Статьи и аналитические материалы о рекламе, маркетинге, брэндинге, public relation. Технологии маркетинга и исследования рынков."
http://www.polybit.ru,0,50,"Полибитъ - производство полиэтиленовой продукции",Балашиха,"Прайс-лист и каталог продукции - различных видов полиэтиленовых пленок, мешков и пакетов из ПВД, изделий из пластмассы."
http://www.hibiny.com,5,0,"Хибины.com - информационный сервер Мурманской области",Мурманск,"Новости города, справочная информация, карта города, общение."
http://www.suzmk.ru,0,0,"Среднеуральский завод котельно-вспомогательного оборудования и трубопроводов",Среднеуральск,"Изготовление, монтаж и ремонт поверхностей нагрева, оборудования и запчастей котлов. Ноу-хау, форум, ссылки, новости энергетики."
http://filarmon.natm.ru/,5,40,"Новгородская областная филармония","Нижний Новгород","История филармонии, информация о коллективах, план зала, афиша."
http://visionhealth.ru,0,0,"VisionHealth - продажа пищевых добавок и косметики",Москва,"Продажа пищевых добавок и лечебной косметики. Иллюстрированный каталог товаров. Условия доставки."
http://home.att.ne.jp/sky/hanami,-1,0,Ханами,Азия,"Сайт о японской культуре - ханами, икебане, школах икебаны, созданный ученицей школы Икенобо в Токио, а также японская кухня и путешествие по Японии."
http://samara24.ru/,5,1100,"Самара24 - городской портал",Самара,"Новости и публикации. Справочник организаций. Погода в Самаре. Карта. Афиша. Финансы, недвижимость, авто, работа, досуг, туризм, леди."
http://shops.pp.ru/,2,0,"Shops.PP.Ru - каталог интернет-магазинов",Москва,"Каталог российских интернет-магазинов, осуществляющих продажу товаров со всего мира."
http://www.alusil.ru,4,0,Алюсил,Москва,"Технологии, оборудование и рынки легких металлов и сплавов, прежде всего алюминия и магния. На сайте - мониторинги состояния рынка металлов."
http://www.v-block-medserv.de,1,70,"Лечение в клиниках и санаториях Германии и Швейцарии",Нюрнберг,"Индивидуальная программа лечения на основании выписки из истории болезни. Транспорт, переводчик, виза."
http://www.mihailow.narod.ru,-1,0,"Delphi и Pascal",Москва,"Описание языка, help файлы."
http://www.chaika1.narod.ru/,-1,0,"Чайка - швейное оборудование",Москва,"Современные швейные машины ведущих мировых производителей. Продажа, сервис."
http://mpshina.com,4,150,"Шина - интернет-магазин шин","г. Киев, ул. Щербакова, д. 22","Каталог зимних, летних и всесезонных шин, цены. Он-лайн подбор шин по заданным параметрам. Доставка по Киеву и в регионы Украины. Новости рынка шин, тесты, отзывы. Предложение по сотрудничеству для оптовиков и поставщиков шин."
http://www-biz.com,3,0,"Web business company",Вашингтон,"Услуги организации и продвижения Интернет-бизнеса в США, регистрация корпораций (LLC), открытие банковских счётов с VISA  и управлением через Интернет."
http://diler-nlmk.narod.ru/,-1,0,"Дело-ЛТК - продажа проката",Липецк,"Перечень продукции, условия поставки. Официальный дилер ОАО НЛМК."
http://www.eurasica.ru,3,0,"Евразийский исторический сервер",Томск,"История, этнография, археология Евразии. Исследования, генеалогии, хронологии, письменность народов Евразии. Руника, история евразийских кочевых народов."
http://www.mtu-net.ru/sun-company,1,0,"САН - ремонтно-строительная компания",Москва,"Фасадные и кровельные работы, ремонт, строительство, озеленение, благоустройство."
http://www.alibilib.com,2,0,"Алиби - электронная библиотека",Москва,"Коллекция зарубежного детектива, триллера и мистики."
http://www.biosun.ru,1,40,"БиоСан Лтд",Москва,"Поставки стоматологического оборудования, инструментов и материалов. О фирме, новости,прайс - лист, партнеры, дилеры."
http://pribor-aliyans.narod.ru,-1,0,"Альянс-прибор - поставка датчиков и приборов",Челябинск,"Каталог продукции: датчики температуры непрерывного действия, вторичные приборы, приборы учета теплоресурсов и др. Официальный дилер завода ""Теплоприбор"" (Челябинск)."
http://www.containers.ru,2,275,"Глобал Контейнер Лоджистикс - контейнерные и железнодорожные грузоперевозки","г. Москва, наб. Дербеневская, д. 11","Услуги по организации грузоперевозок и экспедированию в импортном, экспортном, транзитном и внутрироссийском сообщении. Компания GCL оперирует собственным парком универсальных контейнеров и является официальным экспедитором ЦФТО ОАО ""РЖД""."
http://www.wagner.newmail.ru/,-1,30,"Рихард Вагнер",Москва,"Статьи и очерки о жизни великого композитора."
http://www.maxdom.spb.ru,0,70,"МаксдоМ - строительство деревянных рубленых домов, коттеджей, бань",Санкт-Петербург,"Строительство ""под ключ"" домов, коттеджей, бань из оцилиндрованного бревна, бревна ручной обработки и клееного профилированного бруса. Устройство фундаментов, возведение кровли, кладка печей и каминов. Портфолио. Специальные предложения."
http://pogrebok.h1.ru,-1,0,"Все о напитках - рецепты и тосты",Москва,"Обо всем, что так или иначе связано с напитками.  Алкогольные: глинтвейны, коктейли, крюшоны, ликеры, пунши. Безалкогольные: кофе, чай, какао, квас, мед."
http://www.Forex-Fund.narod.ru,-1,0,"Технический анализ Forex",Челябинск,"Материалы для проведения технического анализа для ведения успешных торгов. Готовые построения уровней, линий и индикаторов на графиках."
http://www.loronline.ru/,2,170,"Форум ЛОР специалистов",Москва,"Клинические обсуждения. Электронная библиотека. Каталог лор-клиник. Статьи и научные работы."
http://www.avias.com,4,150,"НИИ экономики авиационной промышленности - информация об отрасли",Москва,"В базе данных около 200 крупных компаний России , аналитические обзоры по российским компаниям. Технико-экономический анализ деятельности предприятий, аудит, бизнес-планирование и т.д."
http://www.box-ing.ru/,1,20,"Box-ing.ru - о боксе",Москва,"Новости профессионального бокса и анонсы ближайших боев. История спорта и биографии мастеров. Правила проведения боя. Материалы о закулисной жизни. Фотогалерея."
http://www.fantasy.su,2,0,"Fantasy -  рекламные сувениры",Москва,"Услуги по производству рекламных сувениров и корпоративных подарков на основе офисных принадлежностей и товаров для дома."
http://astro-all.narod.ru/,3,150,Астрономия,,"Описания планет. Звезды, туманности, скопления, информация в цифрах. Астро-словарь, астрофотоснимки."
http://sobory.narod.ru,3,60,"Соборы - народный каталог православной архитектуры",Москва,"Церкви, храмы, соборы, монастыри и другие православные строения: описания и фотографии."
http://www.pilotms.ru/,2,160,"Пилот МС - продажа посуды и кухонных аксессуаров",Москва,"Оптовая и розничная торговля изделиями из алюминиевых сплавов. Прокат и изделия бытового назначения."
http://www.edworld.ru,3,325,"Мир образования - обучение за рубежом",Москва,"Информация об образовании за рубежом в частных школах и университетах Великобритании, Канады, США, Германии, Италии, Испании, Ирландии, Мальты и других странах мира. Помощь при выборе учебного заведения за границей. Содействие в получении виз, авиабилетов, медицинской страховки и другие услуги."
http://cards.br.by,5,160,"Любимые открытки - собрание виртуальных открыток",Москва,"Открытки на русском и белорусском языках. Поздравления и приглашения, любовь и дружба, праздники и календарь, цветы и стихи."
http://zzemfirka.narod.ru/,-1,0,"Земфира -  о певице",Москва,"Коллекция ссылок."
http://rollerdrom-vl.narod.ru,-1,0,"Роллер - роллердром",Владивосток,"Лента новостей. Общение."
http://www.prosoft.ru,4,1200,"Prosoft official site",Москва,"Промышленные контроллеры и ПО для них."
http://borodino-plast.ru/,2,10,"БородиноПласт - производство пластковых труб",Можайск,"Трубы из полимеров диаметром 10-560 мм для водоснабжения, канализации, каналов связи, тонкостенные оболочки для теплотрас из ППУ (пенополиуретана)."
http://www.credcol.ru/,2,50,"Финансовый колледж N 35",Москва,"О колледже, преподавателях, студенческой жизни."
http://4bestkuhnya.ru/,-1,0,"Методика по увеличению мускулов",Москва,"Статьи на темы: спортивное питание, тренировки, уроки по увеличению мышц и т.д."
http://antmakarenko.narod.ru,2,30,"Макаренко А.С. - педагог",Москва,"Электронный архив произведений Антона Семеновича Макаренко."
http://fin-admin.com/,3,0,Fin-Admin,Николаев,"Бесплатный онлайн расчёт финансового состояния предприятия. Возможность получить информацию о состоянии предприятия, его прибыльности или убыточности, устойчивости, ликвидности и других не менее важных характеристиках. Публикации."
http://members.tripod.com/~chksi/frame.htm,-1,3100,"Престиж - агентство знакомств",Москва,"Брачные консультации по разделам женщины, мужчины, услуги."
http://dictionaries.travlang.com/GermanFrench/,0,60,"Travlang german-french dictionary",Виргиния,"Немецко-французский словарь."
http://chertegey.net.ru,2,0,"Чертежей.net.ru - образовательно-информационный проект",Братск,"Коллекция чертежей, информация по САПР, каталог ссылок."
http://www.lopushnoy.ru/,3,0,"Лопушной Вячеслав - поэт и эссеист",Кемерово,"Биография автора, этапы творчества и его произведения."
http://www.airsoft-irkutsk.ru/,2,0,"Страйкбол в Иркутске - форум",Иркутск,"Общение любителей страйкбола."
http://trailers.hut.ru,-1,0,"Movie Trailers - музыка к фильмам",Москва,"Трейлеры к последним фильмам с возможностью сохранения."
http://samturist.ru,-1,0,"Самтурист - самостоятельные путешественники",Ростов-на-Дону,"Рассказы о путешествиях, рекомендации и советы."
http://vostop.ucoz.ru/,0,0,"Каталог сайтов Воскресенска",Воскресенск,"Тематический каталог сайтов Воскресенска. Поиск. Добавление ресурсов."
http://www.bel-shop.com/mtz/,0,200,"Минский тракторный завод",Минск,"Сервер Промышленная Беларусь. Подробная спецификация, фотографии, прием заявок и вопросов."
http://www.samaracable.ru/,3,0,"Самарская кабельная компания - производство и оптовая продажа кабелей и проводов",Самара,"Каталог продукции: кабели (радиочастотные, телефонные, дальней связи, силовые, контрольные и др.), провода (силовые, автотракторные, монтажные, для воздушных линий электропередач и др.). Описания и технические характеристики. Адреса представительств и региональных дилеров."
http://www.lingocom.com,4,40,"Переводчик ICQ",Кфар-Саба,"Программа для перевода пользовательского интерфейса, меню и сообщения в ICQ."
http://www.started.ru,4,160,"Started - регистратор доменных имен",Винница,"75 зон доменных имен, списки освобождаемых доменов, аукцион доменных имен. Автоматическая панель управления доменами. Цены на регистрацию и продление доменных имен. Он-лайн оплата в рублях, евро, долларах и гривнах."
http://www.hcr.at.ua/,0,0,"Виктория - хмельницкий центр реабилитации наркозависимой молодежи",Хмельницкий,"О лечении и профилактике наркозависимости. Ликбез для родителей - как уберечь наших детей. Фотоальбомы."
http://www.army-guide.com/rus/,3,0,"Army Guide - справочник военной техники",Москва,"Большое количество информации о бронетехнике, вооружении сухопутных войск, по другим, связанным с армейской техникой темам. Характеристики тысяч единиц техники, данные об составе, производителях."
http://1ekspert.ru,2,80,"1EksPert.ru - онлайн-консультации экспертов и консультантов",Москва,"Возможность получить бесплатную и платную консультацию юриста, психолога, врача, экстрасенса и других специалистов в режиме видеочата."
http://www.nissan-tiida-club.ru,2,140,"Nissan Tiida - клуб владельцев",Екатеринбург,"Некоммерческое добровольное объединение, объединяющий в своих рядах владельцев и поклонников автомобиля марки Nissan Tiida."
http://www.lediglamur.ru,1,0,"LediGlamur.ru - интернет-журнал для женщин",Североуральск,"Красота, здоровье, личная жизнь, дети, автомобиль, психология, путешествия и отдых, полезные советы - статьи для женщин."
http://www.xoxma.ru,3,0,"Xoxma.Ru - XXX видео и приколы",Москва,"Ежедневный блог анекдотов, java-игр, flash и видео приколов. Коллекции эротических видео и фото, девушка дня. Есть возможность прислать свою новость."
http://promorestoran.narod.ru/,1,0,"Как открыть свой ресторан",Москва,"Опыт создания и раскрутки предприятий общественного питания."
http://www.7news.ru/index.cfm?CountryID=37&CategoryID=0,3,130,"Новости из Мексики от 7news.ru",Америка,"Новости из Мексики: политика, экономика, спорт, погода, искусство, наука, люди, экология, природа, развлечения, туризм, путешествия, происшествия."
http://games.thewebproduction.com,-1,0,"The Web Production Online and Mobile Games - производство компьютерных игр",Берлин,"Производство игр для мобильных телефонов, он-лайн и других компьютерных игр. Возможно создание игр с персонажами и оформлением по желанию заказчика. Каталог и тестирование игр."
http://zhilstroiservice.ru,3,0,"Жилстрой-Сервис - агентство недвижимости",Москва,"Операции с недвижимостью в Восточном и Юго-Восточном секторах Московской области (Люберцы, Лыткарино, Реутово, Железнодорожный, Дзержинский, Балашиха). Аренда и продажа квартир, коммерческой и загородной недвижимости."
http://bulgakov.narod.ru,-1,0,"Семейная страничка Булгаковых",Москва,"Фотоальбом и архивы молодой семьи - Владимира и Олеси. О солнечном затмении. Родные, дети, семья."
http://www.magnitex.ru/,2,30,"Магнитекс - магнитный винил для сувениров",Москва,"Полимерный материал со свойствами резины и постоянного магнита. Заготовки для производства сувенирной продукции - брелков, значков."
http://onebusiness.narod.ru,-1,0,"Каталог спонсоров и партнерских программ",Санкт-Петербург,"Описания методов работы со спонсорами и партнерскими программами рунета."
http://class-fizika.spb.ru/,3,50,"Класс!ная физика - материалы школьной физики",Санкт-Петербург,"Задачи, опыты, занимательные факты, конспекты, ответы на вопросы."
http://olchik-murrr.livejournal.com,-1,0,"Olchik-murrr блог",Москва,"Авторские заметки."
http://kukoyaka.narod.ru,2,0,"Геометрическая интерпретация теоремы Ферма",Лод,"Теорема доказывается на основании изменения стороны остроугольного треугольника в зависимости от показателя n."
http://www.stroy-press.ru/,4,0,СтройПресс.Ру,Санкт-Петербург,"Строительные новости. Петербургский Строительный рынок."
http://www.profinfo.ru/,2,20,"Профинформзащита - защита информации",Москва,"Системы и комплексы защиты информации, многоуровневые системы безопасности, видеонаблюдение, охрана периметра, СКД, разработка, проектирование, монтаж."
http://eeinfo.ru,0,10,"Экология-энергетика - производство и поставка водогрейных котлов",Москва,"Цены и описание продукции. Проектирование, изготовление и поставка крышных и блок-модульных котельных от 150 кВт до 10 МВт."
http://www.torgsnab.ru,0,0,"TorgSnab - торговая площадка",Санкт-Петербург,"Объявления о предложении различных товаров и услуг."
http://www.stroybas.ru,1,475,"Интерьер-Сервис - строительство бассейнов",Тула,"Строительство общественных и частных бассейнов и продажа оборудования для них для всех регионов РФ."
http://steelpunk.h10.ru,-1,0,"Graphics - статьи о разработке игр",Москва,"Алгоритмы искуственного интеллекта. Использование скриптов в играх. Разработка графических программ."
http://www.litportal.ru/,6,1700,"Llitportal - электронная библиотека",Москва,"Деловые книги, детективы, книги для детей, драматургия, история, классика, компьютеры, медицина, образование, проза, поэзия, юмор и др."
http://www.passion.ru/needlework,2,2500,"Рукоделие - моя страсть - для любительниц рукоделия",Москва,"Шитье, выкройки, вышивание крестом, вязание крючком. Конкурсы работ. Вышивка гладью. Изготовление коврика из лоскутков. Инструкции и советы."
http://www.hlebdoma.ru,2,40,"Хлеб Дома - интернет-магазин продуктов и оборудования для приготовления домашнего хлеба","г. Санкт-Петербург, пр-т Ленинский, д. 156","Ассортимент ингредиентов: смеси для хлебопечек, мука, зерно, дрожжи, добавки, улучшители. Каталог хлебопечек и аксессуаров. Доставка во все регионы России. Адреса фирменных магазинов в Санкт-Петербурге. Рецепты для приготовления домашнего хлеба в хлебопечке."
http://forum.volgmed.ru/,4,30,"Форум ВолГМУ",Волгоград,"Обсуждение вопросов учебы, подготовки к экзаменам, преподавателей и др."
http://phenom.co.nf,2,10,"Phenom - клавиатурный КПК",Минск,"Сайт, посвящённый клавиатурному КПК LG PHENOM Express H-220C. Технические характеристики, устройство, ремонт, разборка/сборка, программы и др."
http://www.hersones.com.ua,3,300,"Херсонес - апартаменты",Севастополь,"У каждого номера отдельный вход. В номере есть кухня, плита, микроволновая печь, холодильник, стиральная машина. Дворик с беседками в античном стиле, бассейн, дровяная сауна, паркинг и др."
http://24news.ru,4,0,"24News.ru - лента новостей",Москва,"Новости на темы: культура, общество, политика, происшествия и др."
http://www.sudbi.narod.ru/,0,10,"Звезды и Судьбы",Москва,"Астрология и магия, ежедневный гороскоп."
http://www.veresk-print.ru/,1,10,"Вереск - центр полиграфических услуг",Москва,"Каталог продукции: бланки, визитки, картонные папки, листовки, буклеты, плакаты, календари, POS-материалы. Прайс-лист. Технические требования. POS-материалы, прайс-лист, контакты."
http://www.neon-zeon.ru,1,20,"Зеон - оформление неоновой подсветкой",Москва,"Неоновая подсветка интерьеров. Разработка дизайна жилых и общественных помещений."
http://www.rnb-music.ru/,-1,100,"RnB-music.ru - музыкально-информационный портал",Москва,"Новости мира музыки в стиле ""RnB"", информация о новых альбомах, релизы."
http://faqs.org.ru/,0,400,"Архив русских FAQ - ответы на любые вопросы",Москва,"FAQ различной тематики: компьютеры, компьютерный сети, техника и электроника и др."
http://sc-alfa.ru,0,0,"Альфа - спортиивный клуб",Иркутск,"Направления: рукопашный бой, самбо, айкидо, самооборона РОСС, йога, фитнес."
http://www.greenday.com/,5,110,"Green Day - официальный сайт группы",Калифорния,"История и дискография, фотографии, магазин атрибутики."
http://artrozsustavov.ru,0,0,"Артроз суставов - о заболевании и методах лечения",Москва,"Всё о симптомах и лечении артроза: артроз коленного сустава, гонартроз, деформирующий артроз суставов, коксартроз суставов, артроз тазобедренного сустава."
http://www.cmlt.ru,4,180,"Камелот - воронежская газета объявлений и рекламы",Воронеж,"Информация о продаже, покупке недвижимости, автомобилей, сотовых телефонов, о строительстве, вакансиях Воронежа. Сведения о размещении рекламы в газете."
http://www.chayka.vrn.ru,1,10,"Чайка - спортивно-оздоровительный комплекс",Воронеж,"Перечень услуг: теннисные корты, тренажерные залы, зал аэробики, сауна."
http://www.biz46.ru/,3,0,"Город Курск",Курск,"Адресно-телефонный справочник организаций и предприятий Курска."
http://www.in-video.ru,1,10,"ИнВидео - видеонаблюдение, интерактивное телевидение",Москва,"Информация о продукции, предоставляемых услугах, о требуемых кадрах."
http://hs18.dannik.ru,0,0,"Средняя общеобразовательная школа №18 поселка Высокого",Курганинск,"Информация о школе - история и сегодняшний день, о педагогах и администрации. О деятельности детской общественной организации ""Солнечная страна"". Фотоальбомы. Нормативно-правовые документы."
http://www.sparkauto.ru,2,30,"Spark-auto - запчасти для иномарок оптом и в розницу","г. Санкт-Петербург, пр-т Луначарского, д. 98 к. 1","Продажа автозапчастей и аксессуаров со склада и на заказ. Каталоги запчастей, интернет-магазин. Бесплатная доставка по Санкт-Петербургу. Доставка в регионы. Адрес магазина в Санкт-Петербурге."
http://egedn.ru,0,10,"ДК-Заказ - производство и оптовая продажа ежедневников","г. Москва, ул. Бутлерова, д. 17","Производство на заказ ежедневников, еженедельников, подарочных наборов, записных и телефонных книжек, папок и другой канцпродукции с различной персонализацией. Каталог образцов, он-лайн заказ персонального тиража."
http://gazetakifa.ru,4,425,"Кифа - православная газета",Москва,"Материалы по наиболее актуальным вопросам современной церковной и общественной жизни, о различных сторонах жизни других христианских конфессий, христианском воспитании."
http://electroteck.ru,1,0,"ElectroTeck - школа танцев",Ростов-на-Дону,"История танцевального стиля Тектоник, школы танца, одежда, музыка, видео, статьи, клубы."
http://www.sat-digest.com/forum,0,325,"Форум о спутниковом телевидении",Москва,"Темы форума: прием и кодировка, спутниковые ресиверсы, транспондерные новости."
http://www.torgmash-avto.ru/,1,120,"ТоргМаш - автосалон",Москва,"Продажа и ремонт автомобилей. Страхование, продажа в кредит."
http://www.ofmusic.ru/,3,950,"OfMusic.ru - электронное музыкальное издание",Москва,"Публикации о музыкальной жизни. Анонсы концертов. Тексты песен, аккорды. Музыкальные рингтоны."
http://tyson-video.ru,3,40,"Майк Тайсон - боксер",Санкт-Петербург,"Информация о боксере: биография, лучшие бои, тренировки, фотографии, новости и т.д."
http://www.riviera.ru,3,1900,Ривьера,Санкт-Петербург,"Индивидуальные туры по всему свету."
http://www.k-style.ru/,1,50,"Студия K-style",Москва,"Студия K-style, производство всех видов жалюзи, дилерское обслуживание, приглашаем к сотрудничеству всех желающих."
http://uznayson.ru/,0,10,"Uznayson.ru - сонники",Москва,"Подборка толкователей снов."
http://www.luchnik.ru,5,650,"Серебряный Лучник",Москва,"Национальная премия в области связей с общественностью."
http://naturistka.ucoz.ru,2,0,"Натуристка - сайт о нудистах",Москва,"Фото, статьи, информация из жизни нудистов и натуристов."
http://stmol.ru/,-1,0,"Столица Молока - молочное объединение Алтайского края",Славгород,"Объединение молочных комбинатов и заводов. Каталог продукции."
http://members.tripod.com/welovebok/oriental.html,-1,3100,"Институт экономики и востоковедения","Сахалинская обл.","Информация о вузе, его истории, студентах, преподавателях, библиотеке, столовой."
http://www.cob.org.br/,6,0,"Олимпийский комитет Бразилии",Рио-де-Жанейро,"Новости и события Олимпиады. Информация о комитете, составах команд."
http://wikipower.ru,3,0,"Открытая энциклопедия силовых видов спорта",Москва,"Материалы для любителей и профессионалов силового спорта."
http://4site.net.ru,1,0,"Создание и размещение сайта в сети Интернет",Санкт-Петербург,"Выбор хостинг провайдера, конструктора  сайтов, веб-студии - приемущества и недостатки отдельных вариантов. Только подобранная и лаконичная информация по созданию сайта в сети интернет. Литература по веб-дизайну, html и программированию."
